Ni2 450C 30s Hc=32.31A/m
 .178 
 1001          1 
02-24-2019
03:39:20
 0 
   654.90    14957.8
   652.65    14981.1
   650.07    14981.0
   647.17    14957.4
   644.59    14957.3
   642.01    14980.6
   639.43    14957.1
   636.86    14957.0
   633.96    14956.8
   631.38    14956.7
   628.80    14956.6
   626.22    14956.5
   623.64    14956.4
   621.07    14956.3
   618.16    14956.1
   615.59    14956.0
   613.01    14955.9
   610.43    14932.3
   607.85    14932.2
   604.95    14932.1
   602.37    14932.0
   599.80    14931.9
   597.22    14931.7
   594.64    14931.6
   591.74    14931.5
   589.16    14931.4
   586.58    14907.8
   584.00    14907.7
   581.43    14907.6
   578.53    14907.5
   575.95    14907.3
   573.37    14907.2
   570.79    14907.1
   568.21    14907.0
   565.31    14906.9
   562.74    14859.9
   560.16    14859.7
   557.58    14883.1
   555.00    14883.0
   552.42    14882.8
   549.52    14882.7
   546.94    14882.6
   544.37    14859.0
   541.79    14858.9
   539.21    14858.8
   536.31    14858.7
   533.73    14858.6
   531.15    14858.4
   528.57    14834.9
   526.00    14834.8
   523.10    14834.6
   520.52    14834.5
   517.94    14834.4
   515.36    14834.3
   512.78    14834.2
   509.88    14834.1
   507.31    14833.9
   504.73    14810.4
   502.15    14786.8
   499.57    14786.7
   496.67    14810.0
   494.09    14786.4
   491.51    14786.3
   488.94    14762.8
   486.36    14762.6
   483.78    14762.5
   480.88    14785.9
   478.30    14762.3
   475.72    14762.2
   473.15    14762.1
   470.57    14738.5
   467.67    14738.4
   465.09    14738.2
   462.51    14738.1
   459.93    14738.0
   457.35    14714.4
   454.45    14714.3
   451.88    14690.8
   449.30    14690.6
   446.72    14690.5
   444.14    14690.4
   441.24    14690.3
   438.66    14666.7
   436.08    14666.6
   433.51    14666.5
   430.93    14666.4
   428.03    14666.2
   425.45    14642.7
   422.87    14666.0
   420.29    14642.4
   417.72    14618.9
   415.14    14642.2
   412.24    14618.6
   409.66    14618.5
   407.08    14594.9
   404.50    14594.8
   401.92    14594.7
   399.02    14594.6
   396.45    14594.5
   393.87    14570.9
   391.29    14570.8
   388.71    14570.7
   385.81    14547.1
   383.23    14547.0
   380.65    14523.4
   378.08    14499.8
   375.50    14499.7
   372.60    14523.1
   370.02    14522.9
   367.44    14499.4
   364.86    14499.3
   362.29    14475.7
   359.39    14475.6
   356.81    14452.0
   354.23    14451.9
   351.65    14451.8
   349.07    14451.6
   346.49    14428.1
   343.59    14428.0
   341.02    14427.8
   338.44    14404.3
   335.86    14404.1
   333.28    14404.0
   330.38    14380.5
   327.80    14380.3
   325.23    14380.2
   322.65    14356.6
   320.07    14356.5
   317.17    14333.0
   314.59    14332.8
   312.01    14309.3
   309.43    14309.2
   306.86    14309.0
   303.96    14285.5
   301.38    14285.3
   298.80    14261.8
   296.22    14261.7
   293.64    14238.1
