Ni2 450C 3s HC=19.16A/m
 .178 
 1001          1 
02-24-2019
03:28:47
 0 
   655.28    15122.0
   653.02    15121.5
   650.44    15121.0
   647.54    15120.5
   644.96    15120.0
   642.39    15096.0
   639.81    15119.0
   637.23    15095.1
   634.33    15094.6
   631.75    15094.1
   629.17    15093.6
   626.60    15069.6
   624.02    15069.1
   621.44    15068.6
   618.54    15044.7
   615.96    15044.2
   613.38    15043.7
   610.80    15043.2
   608.23    15042.7
   605.33    15018.8
   602.75    15018.3
   600.17    15017.8
   597.59    14993.8
   595.01    15016.8
   592.11    14992.9
   589.54    14992.4
   586.96    14968.4
   584.38    14967.9
   581.80    14967.4
   578.90    14943.5
   576.32    14943.0
   573.74    14942.5
   571.17    14942.0
   568.59    14941.5
   565.69    14917.6
   563.11    14917.1
   560.53    14893.1
   557.95    14892.6
   555.38    14868.7
   552.80    14891.7
   549.90    14867.7
   547.32    14843.8
   544.74    14866.7
   542.16    14842.8
   539.58    14842.3
   536.68    14818.3
   534.11    14817.8
   531.53    14817.4
   528.95    14793.4
   526.37    14792.9
   523.47    14792.4
   520.89    14768.5
   518.31    14744.5
   515.74    14744.0
   513.16    14720.1
   510.26    14719.6
   507.68    14719.1
   505.10    14695.2
   502.52    14671.2
   499.95    14670.7
   497.04    14670.2
   494.47    14646.3
   491.89    14622.3
   489.31    14621.8
   486.73    14597.9
   484.15    14597.4
   481.25    14596.9
   478.68    14573.0
   476.10    14572.5
   473.52    14548.5
   470.94    14524.6
   468.04    14524.1
   465.46    14500.1
   462.88    14476.2
   460.31    14475.7
   457.73    14475.2
   454.83    14451.3
   452.25    14427.3
   449.67    14426.8
   447.09    14402.9
   444.52    14402.4
   441.62    14378.4
   439.04    14354.5
   436.46    14354.0
   433.88    14330.1
   431.30    14306.1
   428.40    14305.6
   425.82    14281.7
   423.25    14257.7
   420.67    14233.8
   418.09    14233.3
   415.51    14209.3
   412.61    14185.4
   410.03    14161.4
   407.46    14160.9
   404.88    14137.0
   402.30    14113.1
   399.40    14089.1
   396.82    14088.6
   394.24    14064.7
   391.66    14040.7
   389.09    14016.8
   386.19    14016.3
   383.61    13968.9
   381.03    13968.4
   378.45    13921.0
   375.87    13920.5
   372.97    13896.6
   370.39    13872.6
   367.82    13872.1
   365.24    13848.2
   362.66    13824.2
   359.76    13776.8
   357.18    13776.3
   354.60    13752.4
   352.03    13728.4
   349.45    13704.5
   346.87    13680.5
   343.97    13680.0
   341.39    13656.1
   338.81    13608.7
   336.23    13584.8
   333.66    13584.3
   330.76    13560.3
   328.18    13512.9
   325.60    13512.4
   323.02    13488.5
   320.44    13441.1
   317.54    13417.1
   314.96    13393.2
   312.39    13369.2
   309.81    13321.8
   307.23    13321.3
   304.33    13297.4
   301.75    13273.5
   299.17    13249.5
   296.60    13202.1
   294.02    13201.6
